BASE,CROSS_H1,CROSS_H2,C1_R,C2_R,C1_L,C2_L,C3_R,C3_L,TOP,HG1,HG2,V,MEDIO
0.0,0.0,0.0,3.8550537942498666,7.700854605492546,-3.8550537942498666,-7.700854605492546,3.8550537942498666,-3.8550537942498666,0.0,2.6430407296340457,-2.6430407296340457,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.74728130911052,25.213947975777184,20.74728130911052,20.74728130911052,20.74728130911052,20.74728130911052,25.213947975777184,25.213947975777184,27.007671917324306,27.007671917324306,27.007671917324306,18.005114611549537,23.87747661321741
