Tipo de estructura,Tensión nominal,Zona,Disposición,Terna,Cables guardia,Ángulo quiebre,Tipo fijación,Longitud cadena (Lk),Total nodos,Nodos conductor,Nodos guardia,Altura total,Cable guardia centrado,Ángulo apantallamiento,Ajuste por altura MSNM,Altura MSNM
Suspensión Recta - triangular - Doble,220 kV,Rural,triangular,Doble,2,0.0°,suspensión,2.50 m,14,6,2,32.92 m,No,30.0°,Sí (AEA 3%/300m),3000 m
