h1a,h2a,h3a,hhg,lmen,lmen2c,lmenhg,pcma_x,pcma_y,phg1_x,phg1_y,phg2_x,phg2_y,D_fases,s_estructura,Dhg,theta_max,k,h_base_electrica,hg_centrado,ang_apantallamiento,b,altura_total,autoajustar_lmenhg
25.866614882118554,30.626614882118552,25.866614882118554,32.91510895997732,4.30655191526926,8.847641323656013,3.3348156974487075,4.30655191526926,28.126614882118552,3.3348156974487075,32.91510895997732,-3.3348156974487075,32.91510895997732,4.541089408386753,1.76,3.797225882160495,54.946964531539926,0.65,7.160204710660612,False,30.0,1.260204710660612,32.91510895997732,True
